D5523	,   4	,50	,0	   ,10
D5523	,   4	,50	,23.7	,10
D5523	,   4	,50	,25	   ,9.3
D5523	,   4	,50	,26	   ,8.7
D5523	,   4	,50	,27	   ,8.3
D5523	,   4	,50	,28	   ,7.8
D5523	,   4	,50	,29	   ,7.4
D5523	,   4	,50	,30	   ,7.0
D5523	,   4	,50	,31	   ,6.6
D5523	,   4	,50	,32	   ,6.3
D5523	,   4	,50	,33	   ,6.0
D5523	,   4	,50	,34	   ,5.7
D5523	,   4	,50	,35	   ,5.4
D5523	,   4	,50	,36	   ,5.1
D5523	,   4	,50	,36.6	,5.0
D5523	,   4	,50	,38.5	,5.0
D5523	,   4	,50	,39	   ,4.9
D5523	,   4	,50	,40	   ,4.7
D5523	,   4	,50	,41	   ,4.5
D5523	,   4	,50	,42	   ,4.3
D5523	,   4	,50	,43	   ,4.1
D5523	,   4	,50	,44	   ,3.9
D5523	,   4	,50	,45	   ,3.7
D5523	,   4	,50	,46	   ,3.55
D5523	,   4	,50	,47	   ,3.4
D5523	,   4	,50	,48	   ,3.3
D5523	,   4	,50	,49	   ,3.2
D5523	,   4	,50	,50	   ,3.0
D5523	,   2	,50	,0	   ,5
D5523	,   2	,50	,23.7	,5
D5523	,   2	,50	,25	   ,5
D5523	,   2	,50	,26	   ,5
D5523	,   2	,50	,27	   ,5
D5523	,   2	,50	,28	   ,5
D5523	,   2	,50	,29	   ,5
D5523	,   2	,50	,30	   ,5
D5523	,   2	,50	,31	   ,5
D5523	,   2	,50	,32	   ,5
D5523	,   2	,50	,33	   ,5
D5523	,   2	,50	,34	   ,5
D5523	,   2	,50	,35	   ,5
D5523	,   2	,50	,36	   ,5
D5523	,   2	,50	,36.6	,5
D5523	,   2	,50	,38.5	,5
D5523	,   2	,50	,39	   ,4.9
D5523	,   2	,50	,40	   ,4.9
D5523	,   2	,50	,41	   ,4.7
D5523	,   2	,50	,42	   ,4.5
D5523	,   2	,50	,43	   ,4.3
D5523	,   2	,50	,44	   ,4.2
D5523	,   2	,50	,45	   ,4.0
D5523	,   2	,50	,46	   ,3.85
D5523	,   2	,50	,47	   ,3.7
D5523	,   2	,50	,48	   ,3.5
D5523	,   2	,50	,49	   ,3.4
D5523	,   2	,50	,50	   ,3.25
D5523	,   4	,45	,0	   ,10
D5523	,   4	,45	,24	   ,10
D5523	,   4	,45	,25	   ,9.4
D5523	,   4	,45	,26	   ,8.8
D5523	,   4	,45	,27	   ,8.4
D5523	,   4	,45	,28	   ,8.0
D5523	,   4	,45	,29	   ,7.6
D5523	,   4	,45	,30	   ,7.2
D5523	,   4	,45	,31	   ,7.0
D5523	,   4	,45	,32	   ,6.8
D5523	,   4	,45	,33	   ,6.5
D5523	,   4	,45	,34	   ,6.2
D5523	,   4	,45	,35	   ,6.0
D5523	,   4	,45	,36	   ,5.5
D5523	,   4	,45	,36.9	,5.0
D5523	,   4	,45	,38.8	,5.0
D5523	,   4	,45	,39	   ,4.9
D5523	,   4	,45	,40	   ,4.8
D5523	,   4	,45	,41	   ,4.6
D5523	,   4	,45	,42	   ,4.4
D5523	,   4	,45	,43	   ,4.2
D5523	,   4	,45	,44	   ,4.1
D5523	,   4	,45	,45	   ,3.9
D5523	,   4	,45	,46	   ,3.55
D5523	,   4	,45	,47	   ,3.4
D5523	,   4	,45	,48	   ,3.3
D5523	,   4	,45	,49	   ,3.2
D5523	,   4	,45	,50	   ,3.0
D5523	,   2	,45	,0	   ,5
D5523	,   2	,45	,24	   ,5
D5523	,   2	,45	,25	   ,5
D5523	,   2	,45	,26	   ,5
D5523	,   2	,45	,27	   ,5
D5523	,   2	,45	,28	   ,5
D5523	,   2	,45	,29	   ,5
D5523	,   2	,45	,30	   ,5
D5523	,   2	,45	,31	   ,5
D5523	,   2	,45	,32	   ,5
D5523	,   2	,45	,33	   ,5
D5523	,   2	,45	,34	   ,5
D5523	,   2	,45	,35	   ,5
D5523	,   2	,45	,36	   ,5
D5523	,   2	,45	,36.9	,5
D5523	,   2	,45	,38.8	,5
D5523	,   2	,45	,39	   ,5
D5523	,   2	,45	,40	   ,5
D5523	,   2	,45	,41	   ,4.9
D5523	,   2	,45	,42	   ,4.7
D5523	,   2	,45	,43	   ,4.5
D5523	,   2	,45	,44	   ,4.3
D5523	,   2	,45	,45	   ,4.15
D5523	,   2	,45	,46	   ,3.55
D5523	,   2	,45	,47	   ,3.4
D5523	,   2	,45	,48	   ,3.3
D5523	,   2	,45	,49	   ,3.2
D5523	,   2	,45	,50	   ,3.0
D5523	,   4	,40	,0	   ,10
D5523	,   4	,40	,24	   ,10
D5523	,   4	,40	,25	   ,9.6
D5523	,   4	,40	,26	   ,9.0
D5523	,   4	,40	,27	   ,8.6
D5523	,   4	,40	,28	   ,8.2
D5523	,   4	,40	,29	   ,7.7
D5523	,   4	,40	,30	   ,7.4
D5523	,   4	,40	,31	   ,7.2
D5523	,   4	,40	,32	   ,7.0
D5523	,   4	,40	,33	   ,6.7
D5523	,   4	,40	,34	   ,6.5
D5523	,   4	,40	,35	   ,6.2
D5523	,   4	,40	,36	   ,5.9
D5523	,   4	,40	,37	   ,5.7
D5523	,   4	,40	,38	   ,5.4
D5523	,   4	,40	,39.2	,5.0
D5523	,   4	,40	,40	   ,5.0
D5523	,   4	,40	,41	   ,4.6
D5523	,   4	,40	,42	   ,4.4
D5523	,   4	,40	,43	   ,4.2
D5523	,   4	,40	,44	   ,4.1
D5523	,   4	,40	,45	   ,3.9
D5523	,   4	,40	,46	   ,3.55
D5523	,   4	,40	,47	   ,3.4
D5523	,   4	,40	,48	   ,3.3
D5523	,   4	,40	,49	   ,3.2
D5523	,   4	,40	,50	   ,3.0
D5523	,   4	,35	,0	   ,10
D5523	,   4	,35	,24	   ,10
D5523	,   4	,35	,25	   ,9.6
D5523	,   4	,35	,26	   ,9.0
D5523	,   4	,35	,27	   ,8.6
D5523	,   4	,35	,28	   ,8.2
D5523	,   4	,35	,29	   ,7.7
D5523	,   4	,35	,30	   ,7.4
D5523	,   4	,35	,31	   ,7.2
D5523	,   4	,35	,32	   ,7.0
D5523	,   4	,35	,33	   ,6.7
D5523	,   4	,35	,34	   ,6.5
D5523	,   4	,35	,35	   ,6.2
D5523	,   4	,35	,36	   ,5.9
D5523	,   4	,35	,37	   ,5.7
D5523	,   4	,35	,38	   ,5.4
D5523	,   4	,35	,39.2	,5.0
D5523	,   4	,35	,40	   ,5.0
D5523	,   4	,35	,41	   ,4.6
D5523	,   4	,35	,42	   ,4.4
D5523	,   4	,35	,43	   ,4.2
D5523	,   4	,35	,44	   ,4.1
D5523	,   4	,35	,45	   ,3.9
D5523	,   4	,35	,46	   ,3.55
D5523	,   4	,35	,47	   ,3.4
D5523	,   4	,35	,48	   ,3.3
D5523	,   4	,35	,49	   ,3.2
D5523	,   4	,35	,50	   ,3.0
D5523	,   4	,30	,0	   ,10
D5523	,   4	,30	,24	   ,10
D5523	,   4	,30	,25	   ,9.7
D5523	,   4	,30	,26	   ,9.1
D5523	,   4	,30	,27	   ,8.7
D5523	,   4	,30	,28	   ,8.2
D5523	,   4	,30	,29	   ,7.7
D5523	,   4	,30	,30	   ,7.4
D5523	,   4	,30	,31	   ,7.2
D5523	,   4	,30	,32	   ,7.0
D5523	,   4	,30	,33	   ,6.7
D5523	,   4	,30	,34	   ,6.5
D5523	,   4	,30	,35	   ,6.2
D5523	,   4	,30	,36	   ,5.9
D5523	,   4	,30	,37	   ,5.7
D5523	,   4	,30	,38	   ,5.4
D5523	,   4	,30	,39.2	,5.0
D5523	,   4	,30	,40	   ,5.0
D5523	,   4	,30	,41	   ,4.6
D5523	,   4	,30	,42	   ,4.4
D5523	,   4	,30	,43	   ,4.2
D5523	,   4	,30	,44	   ,4.1
D5523	,   4	,30	,45	   ,3.9
D5523	,   4	,30	,46	   ,3.55
D5523	,   4	,30	,47	   ,3.4
D5523	,   4	,30	,48	   ,3.3
D5523	,   4	,30	,49	   ,3.2
D5523	,   4	,30	,50	   ,3.0
D5523	,   2	,40	,0	   ,5
D5523	,   2	,40	,24	   ,5
D5523	,   2	,40	,25	   ,5
D5523	,   2	,40	,26	   ,5
D5523	,   2	,40	,27	   ,5
D5523	,   2	,40	,28	   ,5
D5523	,   2	,40	,29	   ,5
D5523	,   2	,40	,30	   ,5
D5523	,   2	,40	,31	   ,5
D5523	,   2	,40	,32	   ,5
D5523	,   2	,40	,33	   ,5
D5523	,   2	,40	,34	   ,5
D5523	,   2	,40	,35	   ,5
D5523	,   2	,40	,36	   ,5
D5523	,   2	,40	,36.9	,5
D5523	,   2	,40	,38.8	,5
D5523	,   2	,40	,39	   ,5
D5523	,   2	,40	,40	   ,5
D5523	,   2	,40	,41	   ,4.9
D5523	,   2	,40	,42	   ,4.7
D5523	,   2	,40	,43	   ,4.5
D5523	,   2	,40	,44	   ,4.3
D5523	,   2	,40	,45	   ,4.15
D5523	,   2	,40	,46	   ,3.55
D5523	,   2	,40	,47	   ,3.4
D5523	,   2	,40	,48	   ,3.3
D5523	,   2	,40	,49	   ,3.2
D5523	,   2	,40	,50	   ,3.0
D5523	,   2	,35	,0	   ,5
D5523	,   2	,35	,24	   ,5
D5523	,   2	,35	,25	   ,5
D5523	,   2	,35	,26	   ,5
D5523	,   2	,35	,27	   ,5
D5523	,   2	,35	,28	   ,5
D5523	,   2	,35	,29	   ,5
D5523	,   2	,35	,30	   ,5
D5523	,   2	,35	,31	   ,5
D5523	,   2	,35	,32	   ,5
D5523	,   2	,35	,33	   ,5
D5523	,   2	,35	,34	   ,5
D5523	,   2	,35	,35	   ,5
D5523	,   2	,35	,36	   ,5
D5523	,   2	,35	,36.9	,5
D5523	,   2	,35	,38.8	,5
D5523	,   2	,35	,39	   ,5
D5523	,   2	,35	,40	   ,5
D5523	,   2	,35	,41	   ,4.9
D5523	,   2	,35	,42	   ,4.7
D5523	,   2	,35	,43	   ,4.5
D5523	,   2	,35	,44	   ,4.3
D5523	,   2	,35	,45	   ,4.15
D5523	,   2	,35	,46	   ,3.55
D5523	,   2	,35	,47	   ,3.4
D5523	,   2	,35	,48	   ,3.3
D5523	,   2	,35	,49	   ,3.2
D5523	,   2	,35	,50	   ,3.0
D5523	,   2	,30	,0	   ,5
D5523	,   2	,30	,24	   ,5
D5523	,   2	,30	,25	   ,5
D5523	,   2	,30	,26	   ,5
D5523	,   2	,30	,27	   ,5
D5523	,   2	,30	,28	   ,5
D5523	,   2	,30	,29	   ,5
D5523	,   2	,30	,30	   ,5
D5523	,   2	,30	,31	   ,5
D5523	,   2	,30	,32	   ,5
D5523	,   2	,30	,33	   ,5
D5523	,   2	,30	,34	   ,5
D5523	,   2	,30	,35	   ,5
D5523	,   2	,30	,36	   ,5
D5523	,   2	,30	,36.9	,5
D5523	,   2	,30	,38.8	,5
